time,s70,RNAP,s70_RNAP,Pg,Pg_s70_RNAP,s32,RNAP_s32,Ph,Ph_RNAP_s32,DnaK,s32_DnaK,FtsH,s32_FtsH,Punfold,Punfold_DnaK,D,D_s70_RNAP,D_RNAP_s32,RNAP_D,s32_DnaK_FtsH,Pfold,mRNA_s32,mRNA_DnaK,mRNA_FtsH,mRNA_Protein
-3.550000e+01,6.515985e-10,2.789513e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.066234e-11,8.552982e-12,7.555379e-08,6.462103e-10,2.897371e-06,8.879402e-10,1.033818e-06,3.169913e-09,8.838369e-06,2.522960e-05,1.180000e-02,2.144818e-07,1.009252e-08,3.291625e-06,9.179642e-08,5.045933e-03,2.390125e-08,4.239689e-08,1.695875e-09,7.620000e-06
-3.500000e+01,6.515980e-10,2.789515e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.065527e-11,8.551015e-12,7.555394e-08,6.460628e-10,2.897987e-06,8.879240e-10,1.033843e-06,3.169258e-09,8.836493e-06,2.522960e-05,1.180000e-02,2.144818e-07,1.009020e-08,3.291628e-06,9.179698e-08,5.045934e-03,2.390126e-08,4.238810e-08,1.695524e-09,7.620000e-06
-3.450000e+01,6.515976e-10,2.789517e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064929e-11,8.549352e-12,7.555407e-08,6.459383e-10,2.898507e-06,8.879100e-10,1.033865e-06,3.168706e-09,8.834913e-06,2.522961e-05,1.180000e-02,2.144818e-07,1.008823e-08,3.291630e-06,9.179742e-08,5.045936e-03,2.390127e-08,4.237931e-08,1.695173e-09,7.620000e-06
-3.400000e+01,6.515973e-10,2.789518e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064436e-11,8.547980e-12,7.555417e-08,6.458355e-10,2.898936e-06,8.878983e-10,1.033882e-06,3.168249e-09,8.833610e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008662e-08,3.291631e-06,9.179776e-08,5.045937e-03,2.390127e-08,4.237086e-08,1.694834e-09,7.620000e-06
-3.350000e+01,6.515970e-10,2.789519e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064041e-11,8.546881e-12,7.555425e-08,6.457532e-10,2.899278e-06,8.878887e-10,1.033896e-06,3.167884e-09,8.832568e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008532e-08,3.291633e-06,9.179802e-08,5.045938e-03,2.390128e-08,4.236296e-08,1.694519e-09,7.620000e-06
-3.300000e+01,6.515968e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063736e-11,8.546033e-12,7.555431e-08,6.456896e-10,2.899541e-06,8.878812e-10,1.033907e-06,3.167602e-09,8.831765e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008432e-08,3.291634e-06,9.179820e-08,5.045939e-03,2.390128e-08,4.235578e-08,1.694231e-09,7.620000e-06
-3.250000e+01,6.515966e-10,2.789521e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063513e-11,8.545413e-12,7.555436e-08,6.456432e-10,2.899734e-06,8.878754e-10,1.033915e-06,3.167396e-09,8.831181e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008359e-08,3.291635e-06,9.179831e-08,5.045940e-03,2.390128e-08,4.234941e-08,1.693976e-09,7.620000e-06
-3.200000e+01,6.515965e-10,2.789521e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063359e-11,8.544985e-12,7.555439e-08,6.456111e-10,2.899866e-06,8.878713e-10,1.033920e-06,3.167254e-09,8.830781e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008308e-08,3.291635e-06,9.179837e-08,5.045940e-03,2.390129e-08,4.234390e-08,1.693756e-09,7.620000e-06
-3.150000e+01,6.515965e-10,2.789522e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063264e-11,8.544721e-12,7.555441e-08,6.455914e-10,2.899947e-06,8.878686e-10,1.033924e-06,3.167166e-09,8.830535e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008277e-08,3.291636e-06,9.179838e-08,5.045940e-03,2.390129e-08,4.233924e-08,1.693569e-09,7.620000e-06
-3.100000e+01,6.515964e-10,2.789522e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063218e-11,8.544593e-12,7.555442e-08,6.455818e-10,2.899985e-06,8.878670e-10,1.033925e-06,3.167124e-09,8.830417e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008262e-08,3.291636e-06,9.179837e-08,5.045940e-03,2.390129e-08,4.233541e-08,1.693416e-09,7.620000e-06
-3.050000e+01,6.515964e-10,2.789522e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063213e-11,8.544578e-12,7.555442e-08,6.455806e-10,2.899988e-06,8.878664e-10,1.033926e-06,3.167119e-09,8.830408e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008260e-08,3.291636e-06,9.179832e-08,5.045940e-03,2.390129e-08,4.233235e-08,1.693294e-09,7.620000e-06
-3.000000e+01,6.515964e-10,2.789522e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063238e-11,8.544647e-12,7.555442e-08,6.455858e-10,2.899965e-06,8.878665e-10,1.033925e-06,3.167142e-09,8.830480e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008268e-08,3.291636e-06,9.179826e-08,5.045940e-03,2.390129e-08,4.233000e-08,1.693200e-09,7.620000e-06
-2.950000e+01,6.515965e-10,2.789522e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063285e-11,8.544777e-12,7.555441e-08,6.455955e-10,2.899923e-06,8.878673e-10,1.033923e-06,3.167185e-09,8.830606e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008284e-08,3.291635e-06,9.179819e-08,5.045940e-03,2.390129e-08,4.232828e-08,1.693131e-09,7.620000e-06
-2.900000e+01,6.515965e-10,2.789522e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063347e-11,8.544950e-12,7.555440e-08,6.456085e-10,2.899868e-06,8.878684e-10,1.033921e-06,3.167243e-09,8.830773e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008304e-08,3.291635e-06,9.179811e-08,5.045940e-03,2.390129e-08,4.232711e-08,1.693084e-09,7.620000e-06
-2.850000e+01,6.515966e-10,2.789521e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063420e-11,8.545152e-12,7.555438e-08,6.456236e-10,2.899804e-06,8.878699e-10,1.033918e-06,3.167310e-09,8.830967e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008328e-08,3.291635e-06,9.179803e-08,5.045940e-03,2.390129e-08,4.232640e-08,1.693056e-09,7.620000e-06
-2.800000e+01,6.515966e-10,2.789521e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063498e-11,8.545369e-12,7.555436e-08,6.456399e-10,2.899736e-06,8.878714e-10,1.033916e-06,3.167382e-09,8.831178e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008354e-08,3.291635e-06,9.179795e-08,5.045940e-03,2.390129e-08,4.232607e-08,1.693043e-09,7.620000e-06
-2.750000e+01,6.515967e-10,2.789521e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063576e-11,8.545586e-12,7.555435e-08,6.456562e-10,2.899667e-06,8.878731e-10,1.033913e-06,3.167454e-09,8.831386e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008379e-08,3.291634e-06,9.179788e-08,5.045939e-03,2.390129e-08,4.232604e-08,1.693042e-09,7.620000e-06
-2.700000e+01,6.515967e-10,2.789521e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063652e-11,8.545797e-12,7.555433e-08,6.456720e-10,2.899600e-06,8.878748e-10,1.033910e-06,3.167525e-09,8.831588e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008404e-08,3.291634e-06,9.179781e-08,5.045939e-03,2.390129e-08,4.232625e-08,1.693050e-09,7.620000e-06
-2.650000e+01,6.515968e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063724e-11,8.545997e-12,7.555432e-08,6.456869e-10,2.899538e-06,8.878764e-10,1.033908e-06,3.167591e-09,8.831778e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008428e-08,3.291634e-06,9.179775e-08,5.045939e-03,2.390129e-08,4.232664e-08,1.693066e-09,7.620000e-06
-2.600000e+01,6.515968e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063790e-11,8.546181e-12,7.555430e-08,6.457007e-10,2.899480e-06,8.878779e-10,1.033905e-06,3.167652e-09,8.831954e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008449e-08,3.291634e-06,9.179769e-08,5.045939e-03,2.390129e-08,4.232714e-08,1.693086e-09,7.620000e-06
-2.550000e+01,6.515968e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063848e-11,8.546344e-12,7.555429e-08,6.457129e-10,2.899429e-06,8.878792e-10,1.033903e-06,3.167706e-09,8.832110e-06,2.522963e-05,1.180000e-02,2.144818e-07,1.008469e-08,3.291634e-06,9.179765e-08,5.045939e-03,2.390129e-08,4.232772e-08,1.693109e-09,7.620000e-06
-2.500000e+01,6.515969e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063899e-11,8.546486e-12,7.555428e-08,6.457236e-10,2.899384e-06,8.878804e-10,1.033901e-06,3.167754e-09,8.832244e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008485e-08,3.291633e-06,9.179761e-08,5.045939e-03,2.390129e-08,4.232833e-08,1.693133e-09,7.620000e-06
-2.450000e+01,6.515969e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063943e-11,8.546608e-12,7.555427e-08,6.457327e-10,2.899346e-06,8.878814e-10,1.033900e-06,3.167794e-09,8.832360e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008500e-08,3.291633e-06,9.179758e-08,5.045938e-03,2.390129e-08,4.232895e-08,1.693158e-09,7.620000e-06
-2.400000e+01,6.515969e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.063980e-11,8.546710e-12,7.555426e-08,6.457403e-10,2.899314e-06,8.878823e-10,1.033899e-06,3.167828e-09,8.832457e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008512e-08,3.291633e-06,9.179755e-08,5.045938e-03,2.390129e-08,4.232955e-08,1.693182e-09,7.620000e-06
-2.350000e+01,6.515970e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064009e-11,8.546791e-12,7.555426e-08,6.457465e-10,2.899289e-06,8.878830e-10,1.033897e-06,3.167855e-09,8.832535e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008521e-08,3.291633e-06,9.179754e-08,5.045938e-03,2.390129e-08,4.233011e-08,1.693205e-09,7.620000e-06
-2.300000e+01,6.515970e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064032e-11,8.546854e-12,7.555425e-08,6.457511e-10,2.899269e-06,8.878836e-10,1.033897e-06,3.167876e-09,8.832593e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008529e-08,3.291633e-06,9.179753e-08,5.045938e-03,2.390129e-08,4.233063e-08,1.693225e-09,7.620000e-06
-2.250000e+01,6.515970e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064049e-11,8.546901e-12,7.555425e-08,6.457547e-10,2.899255e-06,8.878840e-10,1.033896e-06,3.167892e-09,8.832638e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008534e-08,3.291633e-06,9.179752e-08,5.045938e-03,2.390129e-08,4.233109e-08,1.693244e-09,7.620000e-06
-2.200000e+01,6.515970e-10,2.789519e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064061e-11,8.546935e-12,7.555425e-08,6.457572e-10,2.899244e-06,8.878843e-10,1.033896e-06,3.167903e-09,8.832669e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008538e-08,3.291633e-06,9.179751e-08,5.045938e-03,2.390129e-08,4.233149e-08,1.693260e-09,7.620000e-06
-2.150000e+01,6.515970e-10,2.789519e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064068e-11,8.546956e-12,7.555425e-08,6.457588e-10,2.899238e-06,8.878845e-10,1.033895e-06,3.167910e-09,8.832690e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008541e-08,3.291633e-06,9.179751e-08,5.045938e-03,2.390129e-08,4.233183e-08,1.693273e-09,7.620000e-06
-2.100000e+01,6.515970e-10,2.789519e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064072e-11,8.546966e-12,7.555424e-08,6.457595e-10,2.899235e-06,8.878846e-10,1.033895e-06,3.167914e-09,8.832699e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008542e-08,3.291633e-06,9.179751e-08,5.045938e-03,2.390129e-08,4.233212e-08,1.693285e-09,7.620000e-06
-2.050000e+01,6.515970e-10,2.789519e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064073e-11,8.546968e-12,7.555424e-08,6.457597e-10,2.899234e-06,8.878847e-10,1.033895e-06,3.167914e-09,8.832700e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008542e-08,3.291633e-06,9.179752e-08,5.045938e-03,2.390129e-08,4.233234e-08,1.693294e-09,7.620000e-06
-2.000000e+01,6.515970e-10,2.789519e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064072e-11,8.546966e-12,7.555424e-08,6.457595e-10,2.899235e-06,8.878847e-10,1.033895e-06,3.167914e-09,8.832697e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008542e-08,3.291633e-06,9.179752e-08,5.045938e-03,2.390129e-08,4.233252e-08,1.693301e-09,7.620000e-06
-1.950000e+01,6.515970e-10,2.789519e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064069e-11,8.546957e-12,7.555425e-08,6.457589e-10,2.899238e-06,8.878846e-10,1.033895e-06,3.167911e-09,8.832690e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008541e-08,3.291633e-06,9.179752e-08,5.045938e-03,2.390129e-08,4.233265e-08,1.693306e-09,7.620000e-06
-1.900000e+01,6.515970e-10,2.789519e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064064e-11,8.546945e-12,7.555425e-08,6.457580e-10,2.899242e-06,8.878845e-10,1.033896e-06,3.167907e-09,8.832679e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008539e-08,3.291633e-06,9.179753e-08,5.045938e-03,2.390129e-08,4.233274e-08,1.693310e-09,7.620000e-06
-1.850000e+01,6.515970e-10,2.789519e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064059e-11,8.546930e-12,7.555425e-08,6.457569e-10,2.899246e-06,8.878844e-10,1.033896e-06,3.167902e-09,8.832664e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008538e-08,3.291633e-06,9.179754e-08,5.045938e-03,2.390129e-08,4.233279e-08,1.693312e-09,7.620000e-06
-1.800000e+01,6.515970e-10,2.789519e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064054e-11,8.546916e-12,7.555425e-08,6.457558e-10,2.899251e-06,8.878843e-10,1.033896e-06,3.167897e-09,8.832650e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008536e-08,3.291633e-06,9.179754e-08,5.045938e-03,2.390129e-08,4.233282e-08,1.693313e-09,7.620000e-06
-1.750000e+01,6.515970e-10,2.789519e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064049e-11,8.546901e-12,7.555425e-08,6.457547e-10,2.899255e-06,8.878842e-10,1.033896e-06,3.167892e-09,8.832636e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008534e-08,3.291633e-06,9.179755e-08,5.045938e-03,2.390129e-08,4.233283e-08,1.693313e-09,7.620000e-06
-1.700000e+01,6.515970e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064043e-11,8.546886e-12,7.555425e-08,6.457535e-10,2.899260e-06,8.878840e-10,1.033896e-06,3.167887e-09,8.832622e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008532e-08,3.291633e-06,9.179755e-08,5.045938e-03,2.390129e-08,4.233282e-08,1.693313e-09,7.620000e-06
-1.650000e+01,6.515970e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064038e-11,8.546871e-12,7.555425e-08,6.457524e-10,2.899265e-06,8.878839e-10,1.033897e-06,3.167882e-09,8.832608e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008531e-08,3.291633e-06,9.179756e-08,5.045938e-03,2.390129e-08,4.233279e-08,1.693312e-09,7.620000e-06
-1.600000e+01,6.515970e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064033e-11,8.546857e-12,7.555425e-08,6.457514e-10,2.899269e-06,8.878838e-10,1.033897e-06,3.167878e-09,8.832595e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008529e-08,3.291633e-06,9.179756e-08,5.045938e-03,2.390129e-08,4.233276e-08,1.693310e-09,7.620000e-06
-1.550000e+01,6.515970e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064029e-11,8.546846e-12,7.555425e-08,6.457506e-10,2.899273e-06,8.878837e-10,1.033897e-06,3.167874e-09,8.832583e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008528e-08,3.291633e-06,9.179757e-08,5.045938e-03,2.390129e-08,4.233272e-08,1.693309e-09,7.620000e-06
-1.500000e+01,6.515970e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064025e-11,8.546836e-12,7.555425e-08,6.457498e-10,2.899276e-06,8.878836e-10,1.033897e-06,3.167871e-09,8.832574e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008527e-08,3.291633e-06,9.179757e-08,5.045938e-03,2.390129e-08,4.233268e-08,1.693307e-09,7.620000e-06
-1.450000e+01,6.515969e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064022e-11,8.546826e-12,7.555425e-08,6.457491e-10,2.899279e-06,8.878835e-10,1.033897e-06,3.167868e-09,8.832565e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008525e-08,3.291633e-06,9.179757e-08,5.045938e-03,2.390129e-08,4.233263e-08,1.693305e-09,7.620000e-06
-1.400000e+01,6.515969e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064019e-11,8.546819e-12,7.555426e-08,6.457485e-10,2.899281e-06,8.878835e-10,1.033897e-06,3.167865e-09,8.832557e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008525e-08,3.291633e-06,9.179757e-08,5.045938e-03,2.390129e-08,4.233259e-08,1.693304e-09,7.620000e-06
-1.350000e+01,6.515969e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064017e-11,8.546813e-12,7.555426e-08,6.457481e-10,2.899283e-06,8.878834e-10,1.033897e-06,3.167863e-09,8.832552e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008524e-08,3.291633e-06,9.179757e-08,5.045938e-03,2.390129e-08,4.233255e-08,1.693302e-09,7.620000e-06
-1.300000e+01,6.515969e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064015e-11,8.546808e-12,7.555426e-08,6.457477e-10,2.899285e-06,8.878833e-10,1.033897e-06,3.167861e-09,8.832547e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008523e-08,3.291633e-06,9.179757e-08,5.045938e-03,2.390129e-08,4.233251e-08,1.693300e-09,7.620000e-06
-1.250000e+01,6.515969e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064014e-11,8.546805e-12,7.555426e-08,6.457475e-10,2.899286e-06,8.878833e-10,1.033898e-06,3.167860e-09,8.832544e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008523e-08,3.291633e-06,9.179757e-08,5.045938e-03,2.390129e-08,4.233248e-08,1.693299e-09,7.620000e-06
-1.200000e+01,6.515969e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064013e-11,8.546802e-12,7.555426e-08,6.457473e-10,2.899286e-06,8.878833e-10,1.033898e-06,3.167860e-09,8.832542e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008523e-08,3.291633e-06,9.179757e-08,5.045938e-03,2.390129e-08,4.233245e-08,1.693298e-09,7.620000e-06
-1.150000e+01,6.515969e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064013e-11,8.546801e-12,7.555426e-08,6.457472e-10,2.899287e-06,8.878832e-10,1.033898e-06,3.167859e-09,8.832541e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008522e-08,3.291633e-06,9.179757e-08,5.045938e-03,2.390129e-08,4.233242e-08,1.693297e-09,7.620000e-06
-1.100000e+01,6.515969e-10,2.789520e-10,1.817642e-10,8.597315e-06,1.562685e-06,3.064012e-11,8.546801e-12,7.555426e-08,6.457472e-10,2.899287e-06,8.878832e-10,1.033898e-06,3.167859e-09,8.832541e-06,2.522962e-05,1.180000e-02,2.144818e-07,1.008522e-08,3.291633e-06,9.179757e-08,5.045938e-03,2.390129e-08,4.233240e-08,1.693296e-09,7.620000e-06
